ID,MainCategory,SubCategory,TotalPower,Date
2,Hydroelectric power,Hydroelectric power,11520,1989
1,Hydroelectric power,Hydroelectric power,409,2000
13,Other renewable energies,Photovoltaic,49.900000000000006,1996
13,Other renewable energies,Photovoltaic,40.1,1993
25,Other renewable energies,Photovoltaic,7.7,1998
19,Hydroelectric power,Hydroelectric power,7155,2001
17,Other renewable energies,Photovoltaic,3,1993
18,Hydroelectric power,Hydroelectric power,1500,1972
18,Hydroelectric power,Hydroelectric power,1376,1902
5,Other renewable energies,Photovoltaic,31,2003
18,Other renewable energies,Biomass,60,2010
18,Hydroelectric power,Hydroelectric power,7000,1914
19,Other renewable energies,Photovoltaic,5.8,1991
1,Hydroelectric power,Hydroelectric power,1770,1987
1,Hydroelectric power,Hydroelectric power,2500,2003
18,Hydroelectric power,Hydroelectric power,85000,1977
18,Hydroelectric power,Hydroelectric power,70000,1956
18,Hydroelectric power,Hydroelectric power,337,2001
18,Hydroelectric power,Hydroelectric power,166,1999
1,Other renewable energies,Biomass,850,2001
14,Hydroelectric power,Hydroelectric power,25200,1963
23,Hydroelectric power,Hydroelectric power,750,1985
24,Hydroelectric power,Hydroelectric power,6360,1940
24,Hydroelectric power,Hydroelectric power,4480,1914
24,Hydroelectric power,Hydroelectric power,1360,1968
22,Hydroelectric power,Hydroelectric power,27600,1954
22,Hydroelectric power,Hydroelectric power,5300,1957
22,Hydroelectric power,Hydroelectric power,24000,1927
22,Hydroelectric power,Hydroelectric power,27900,1906
22,Hydroelectric power,Hydroelectric power,1300,1994
10,Hydroelectric power,Hydroelectric power,24375,1921
10,Hydroelectric power,Hydroelectric power,27800,1896
22,Hydroelectric power,Hydroelectric power,27000,1904
22,Hydroelectric power,Hydroelectric power,1600,1901
19,Hydroelectric power,Hydroelectric power,106000,1914
