ID,MainCategory,SubCategory,TotalPower
1,Other renewable energies,Photovoltaic,520.36
2,Other renewable energies,Photovoltaic,2306.70
3,Other renewable energies,Photovoltaic,1385.83
4,Other renewable energies,Photovoltaic,1967.64
4,Other renewable energies,Biomass,15.00
5,Other renewable energies,Photovoltaic,2461.08
6,Other renewable energies,Photovoltaic,452.77
7,Other renewable energies,Photovoltaic,3318.09
8,Other renewable energies,Photovoltaic,573.38
9,Other renewable energies,Photovoltaic,3484.65
10,Other renewable energies,Photovoltaic,2089.50
10,Other renewable energies,Biomass,50.00
11,Other renewable energies,Photovoltaic,1541.55
11,Other renewable energies,Biomass,340.00
12,Other renewable energies,Photovoltaic,1134.12
13,Other renewable energies,Photovoltaic,800.64
14,Other renewable energies,Photovoltaic,97.24
21,Other renewable energies,Photovoltaic,63.94
23,Other renewable energies,Photovoltaic,183.86
24,Other renewable energies,Photovoltaic,502.16
24,Other renewable energies,Biomass,296.00
25,Other renewable energies,Photovoltaic,724.99
26,Other renewable energies,Photovoltaic,214.62
27,Other renewable energies,Photovoltaic,1348.80
28,Other renewable energies,Photovoltaic,615.40
28,Other renewable energies,Biomass,20.00
29,Other renewable energies,Photovoltaic,396.16
30,Other renewable energies,Photovoltaic,1118.06
30,Other renewable energies,Biomass,25.00
30,Hydroelectric power,Hydroelectric power,5.00
31,Other renewable energies,Photovoltaic,1407.06
32,Other renewable energies,Photovoltaic,215.22
33,Other renewable energies,Photovoltaic,738.21
35,Other renewable energies,Photovoltaic,1049.26
35,Other renewable energies,Biomass,250.00
35,Other renewable energies,Wind energy,6.50
37,Other renewable energies,Photovoltaic,2066.82
38,Other renewable energies,Photovoltaic,593.39
38,Hydroelectric power,Hydroelectric power,42500.00
39,Other renewable energies,Photovoltaic,304.59
40,Other renewable energies,Photovoltaic,639.69
41,Other renewable energies,Photovoltaic,252.89
43,Other renewable energies,Photovoltaic,179.78
51,Other renewable energies,Photovoltaic,1549.64
52,Other renewable energies,Photovoltaic,3143.94
53,Other renewable energies,Photovoltaic,5153.38
53,Fossil fuel,Natural gas,51.00
54,Other renewable energies,Photovoltaic,4151.17
54,Other renewable energies,Biomass,60.00
55,Other renewable energies,Photovoltaic,2675.50
56,Other renewable energies,Photovoltaic,3550.43
57,Other renewable energies,Photovoltaic,25.18
58,Other renewable energies,Photovoltaic,1122.99
59,Other renewable energies,Photovoltaic,628.55
60,Other renewable energies,Photovoltaic,1078.57
61,Other renewable energies,Photovoltaic,814.95
62,Other renewable energies,Photovoltaic,2897.01
62,Fossil fuel,Natural gas,20.00
63,Other renewable energies,Photovoltaic,743.56
64,Other renewable energies,Photovoltaic,1896.49
65,Other renewable energies,Photovoltaic,470.99
66,Other renewable energies,Photovoltaic,2977.93
66,Fossil fuel,Natural gas,50.00
67,Other renewable energies,Photovoltaic,2915.57
68,Other renewable energies,Photovoltaic,474.67
68,Other renewable energies,Biomass,70.00
69,Other renewable energies,Photovoltaic,5334.06
69,Other renewable energies,Biomass,11000.00
69,Fossil fuel,Natural gas,2012.00
69,Hydroelectric power,Hydroelectric power,25.00
70,Other renewable energies,Photovoltaic,205.30
72,Other renewable energies,Photovoltaic,1604.43
81,Other renewable energies,Photovoltaic,365.49
82,Other renewable energies,Photovoltaic,645.48
84,Other renewable energies,Biomass,670.00
84,Other renewable energies,Photovoltaic,1710.37
85,Other renewable energies,Photovoltaic,705.22
86,Other renewable energies,Photovoltaic,4745.34
87,Other renewable energies,Photovoltaic,168.73
88,Other renewable energies,Photovoltaic,785.61
89,Other renewable energies,Photovoltaic,1695.93
89,Other renewable energies,Biomass,250.00
90,Other renewable energies,Photovoltaic,3501.54
91,Other renewable energies,Photovoltaic,1682.60
92,Other renewable energies,Photovoltaic,3852.65
93,Other renewable energies,Photovoltaic,413.69
94,Other renewable energies,Photovoltaic,2788.97
94,Other renewable energies,Biomass,2980.00
95,Other renewable energies,Photovoltaic,164.83
96,Other renewable energies,Photovoltaic,4773.69
96,Other renewable energies,Biomass,122.00
97,Other renewable energies,Photovoltaic,4063.88
97,Other renewable energies,Biomass,5.50
97,Fossil fuel,Natural gas,130.00
98,Other renewable energies,Photovoltaic,324.03
99,Other renewable energies,Photovoltaic,399.15
100,Other renewable energies,Photovoltaic,167.67
101,Other renewable energies,Photovoltaic,2682.25
102,Other renewable energies,Photovoltaic,748.45
111,Other renewable energies,Photovoltaic,2461.08
112,Other renewable energies,Photovoltaic,2677.10
112,Other renewable energies,Biomass,28.00
113,Other renewable energies,Photovoltaic,2261.60
114,Other renewable energies,Photovoltaic,540.35
116,Other renewable energies,Photovoltaic,2150.06
117,Other renewable energies,Photovoltaic,5506.82
117,Other renewable energies,Waste,20200.00
117,Other renewable energies,Biomass,60.00
119,Other renewable energies,Photovoltaic,97.53
131,Other renewable energies,Photovoltaic,2357.60
136,Other renewable energies,Photovoltaic,1287.27
136,Hydroelectric power,Hydroelectric power,150.00
137,Other renewable energies,Photovoltaic,786.41
138,Other renewable energies,Biomass,72.00
138,Other renewable energies,Photovoltaic,1594.54
139,Other renewable energies,Photovoltaic,964.08
141,Other renewable energies,Photovoltaic,2587.56
141,Other renewable energies,Biomass,65.00
152,Other renewable energies,Photovoltaic,2064.51
153,Other renewable energies,Photovoltaic,2674.44
155,Other renewable energies,Photovoltaic,1838.44
156,Other renewable energies,Photovoltaic,2933.68
157,Other renewable energies,Biomass,115.00
157,Other renewable energies,Photovoltaic,1548.89
158,Other renewable energies,Photovoltaic,3451.86
159,Other renewable energies,Photovoltaic,2219.85
160,Other renewable energies,Photovoltaic,1343.41
161,Other renewable energies,Photovoltaic,893.76
172,Other renewable energies,Photovoltaic,2610.49
172,Other renewable energies,Biomass,50.00
173,Other renewable energies,Photovoltaic,2878.26
176,Other renewable energies,Biomass,500.00
176,Other renewable energies,Photovoltaic,747.11
177,Other renewable energies,Photovoltaic,5926.41
177,Other renewable energies,Biomass,80.00
178,Other renewable energies,Photovoltaic,1170.38
180,Other renewable energies,Photovoltaic,1111.81
181,Other renewable energies,Photovoltaic,1243.85
182,Other renewable energies,Photovoltaic,342.14
191,Other renewable energies,Photovoltaic,4956.25
191,Other renewable energies,Biomass,400.00
192,Other renewable energies,Photovoltaic,1353.41
193,Other renewable energies,Biomass,175.00
193,Other renewable energies,Photovoltaic,1416.06
194,Other renewable energies,Photovoltaic,1321.56
195,Other renewable energies,Photovoltaic,806.05
196,Other renewable energies,Photovoltaic,1691.77
196,Hydroelectric power,Hydroelectric power,19.00
197,Other renewable energies,Photovoltaic,1205.13
198,Other renewable energies,Photovoltaic,7618.00
198,Other renewable energies,Biomass,140.00
198,Hydroelectric power,Hydroelectric power,972.00
199,Other renewable energies,Photovoltaic,7810.05
200,Other renewable energies,Photovoltaic,46.56
211,Other renewable energies,Photovoltaic,686.22
213,Other renewable energies,Photovoltaic,993.90
213,Other renewable energies,Wind energy,13.40
214,Other renewable energies,Photovoltaic,15.64
215,Other renewable energies,Photovoltaic,619.20
216,Other renewable energies,Photovoltaic,1162.25
218,Other renewable energies,Photovoltaic,607.75
219,Other renewable energies,Photovoltaic,1767.05
219,Hydroelectric power,Hydroelectric power,5.50
220,Other renewable energies,Photovoltaic,618.13
221,Other renewable energies,Photovoltaic,1405.49
223,Other renewable energies,Photovoltaic,2278.22
223,Hydroelectric power,Hydroelectric power,435.00
224,Other renewable energies,Photovoltaic,2185.02
224,Other renewable energies,Biomass,66.00
227,Other renewable energies,Photovoltaic,2193.59
228,Other renewable energies,Photovoltaic,2053.94
230,Other renewable energies,Photovoltaic,34950.87
230,Other renewable energies,Waste,23000.00
230,Other renewable energies,Biomass,549.00
230,Other renewable energies,Wind energy,21.00
230,Hydroelectric power,Hydroelectric power,479.00
230,Fossil fuel,Natural gas,140.00
243,Other renewable energies,Photovoltaic,5746.95
243,Other renewable energies,Waste,9500.00
243,Other renewable energies,Biomass,380.00
243,Hydroelectric power,Hydroelectric power,4270.00
244,Other renewable energies,Photovoltaic,868.12
245,Other renewable energies,Photovoltaic,313.06
246,Other renewable energies,Photovoltaic,429.39
247,Other renewable energies,Photovoltaic,4484.46
247,Other renewable energies,Biomass,128.00
247,Fossil fuel,Natural gas,50.00
248,Other renewable energies,Photovoltaic,489.04
249,Other renewable energies,Photovoltaic,426.83
250,Other renewable energies,Photovoltaic,4180.83
250,Other renewable energies,Wind energy,2.10
250,Fossil fuel,Natural gas,20.00
261,Other renewable energies,Photovoltaic,48666.81
261,Other renewable energies,Waste,19600.00
261,Other renewable energies,Biomass,2810.00
261,Hydroelectric power,Hydroelectric power,4516.00
261,Fossil fuel,Natural gas,375.00
293,Other renewable energies,Photovoltaic,5178.31
293,Other renewable energies,Biomass,145.00
293,Other renewable energies,Wind energy,10.00
293,Hydroelectric power,Hydroelectric power,1.80
294,Other renewable energies,Photovoltaic,1599.72
295,Other renewable energies,Biomass,65.00
295,Other renewable energies,Photovoltaic,3508.92
295,Other renewable energies,Waste,3100.00
295,Fossil fuel,Natural gas,800.00
295,Hydroelectric power,Hydroelectric power,230.00
296,Other renewable energies,Photovoltaic,39.07
297,Other renewable energies,Photovoltaic,1667.72
298,Other renewable energies,Photovoltaic,2285.81
301,Other renewable energies,Photovoltaic,3342.13
301,Other renewable energies,Biomass,13205.00
301,Hydroelectric power,Hydroelectric power,15000.00
303,Other renewable energies,Photovoltaic,1329.15
304,Other renewable energies,Photovoltaic,1990.86
304,Hydroelectric power,Hydroelectric power,8300.00
305,Other renewable energies,Photovoltaic,1078.75
306,Other renewable energies,Photovoltaic,7474.79
306,Other renewable energies,Biomass,311.00
307,Other renewable energies,Photovoltaic,901.72
309,Other renewable energies,Photovoltaic,106.81
311,Other renewable energies,Photovoltaic,2366.89
311,Other renewable energies,Biomass,190.00
311,Hydroelectric power,Hydroelectric power,12.50
321,Other renewable energies,Photovoltaic,2875.11
322,Other renewable energies,Photovoltaic,709.30
323,Other renewable energies,Photovoltaic,787.25
323,Hydroelectric power,Hydroelectric power,28500.00
324,Other renewable energies,Photovoltaic,451.84
325,Other renewable energies,Photovoltaic,161.80
326,Other renewable energies,Photovoltaic,1098.28
326,Hydroelectric power,Hydroelectric power,6.00
329,Other renewable energies,Photovoltaic,10994.48
329,Other renewable energies,Biomass,97.00
331,Hydroelectric power,Hydroelectric power,95.00
331,Other renewable energies,Photovoltaic,1747.49
332,Other renewable energies,Photovoltaic,2023.40
332,Other renewable energies,Biomass,300.00
333,Other renewable energies,Photovoltaic,1452.59
335,Other renewable energies,Photovoltaic,221.91
336,Other renewable energies,Photovoltaic,114.41
338,Other renewable energies,Photovoltaic,3058.34
338,Hydroelectric power,Hydroelectric power,25.00
339,Other renewable energies,Photovoltaic,375.72
340,Other renewable energies,Photovoltaic,404.38
341,Other renewable energies,Photovoltaic,196.56
342,Other renewable energies,Photovoltaic,1127.73
344,Other renewable energies,Photovoltaic,1047.11
345,Other renewable energies,Photovoltaic,617.89
345,Hydroelectric power,Hydroelectric power,20200.00
351,Hydroelectric power,Hydroelectric power,17260.00
351,Other renewable energies,Photovoltaic,22943.63
351,Other renewable energies,Waste,17000.00
351,Other renewable energies,Biomass,32700.00
351,Fossil fuel,Natural gas,95420.50
352,Other renewable energies,Photovoltaic,2865.46
352,Hydroelectric power,Hydroelectric power,45.00
353,Other renewable energies,Photovoltaic,234.25
354,Other renewable energies,Photovoltaic,1637.16
355,Other renewable energies,Photovoltaic,1685.84
355,Fossil fuel,Natural gas,294.00
356,Other renewable energies,Photovoltaic,293.48
357,Other renewable energies,Photovoltaic,788.23
357,Other renewable energies,Biomass,5.40
358,Other renewable energies,Photovoltaic,1699.26
359,Other renewable energies,Photovoltaic,1560.89
360,Other renewable energies,Photovoltaic,349.66
361,Other renewable energies,Photovoltaic,4839.02
362,Other renewable energies,Photovoltaic,2958.67
362,Other renewable energies,Biomass,910.00
363,Other renewable energies,Photovoltaic,4456.45
371,Other renewable energies,Photovoltaic,8354.91
372,Other renewable energies,Photovoltaic,652.40
381,Other renewable energies,Photovoltaic,949.39
382,Other renewable energies,Photovoltaic,1953.05
383,Other renewable energies,Photovoltaic,2553.80
385,Other renewable energies,Biomass,400.00
385,Other renewable energies,Photovoltaic,159.27
386,Other renewable energies,Photovoltaic,1347.63
388,Other renewable energies,Photovoltaic,841.36
389,Other renewable energies,Photovoltaic,55.10
390,Other renewable energies,Photovoltaic,547.26
391,Other renewable energies,Photovoltaic,318.29
392,Other renewable energies,Photovoltaic,1760.01
393,Other renewable energies,Photovoltaic,270.19
394,Other renewable energies,Photovoltaic,121.77
401,Other renewable energies,Photovoltaic,744.36
401,Other renewable energies,Biomass,120.00
401,Hydroelectric power,Hydroelectric power,33.00
402,Other renewable energies,Photovoltaic,551.48
402,Hydroelectric power,Hydroelectric power,13.00
403,Other renewable energies,Photovoltaic,484.98
404,Other renewable energies,Photovoltaic,10402.39
404,Hydroelectric power,Hydroelectric power,656.00
405,Other renewable energies,Photovoltaic,1447.24
406,Other renewable energies,Photovoltaic,424.24
407,Other renewable energies,Photovoltaic,520.04
408,Other renewable energies,Photovoltaic,446.88
409,Other renewable energies,Photovoltaic,2642.23
409,Other renewable energies,Biomass,160.00
410,Other renewable energies,Photovoltaic,308.41
411,Other renewable energies,Photovoltaic,560.44
413,Other renewable energies,Photovoltaic,1214.34
414,Other renewable energies,Photovoltaic,1104.02
414,Other renewable energies,Biomass,440.00
415,Other renewable energies,Photovoltaic,3462.80
418,Other renewable energies,Photovoltaic,2022.71
420,Other renewable energies,Photovoltaic,334.66
420,Hydroelectric power,Hydroelectric power,30.00
421,Other renewable energies,Photovoltaic,17.98
422,Other renewable energies,Photovoltaic,38.43
423,Other renewable energies,Photovoltaic,101.74
424,Other renewable energies,Photovoltaic,737.91
431,Other renewable energies,Photovoltaic,1455.69
432,Hydroelectric power,Hydroelectric power,160.00
432,Other renewable energies,Photovoltaic,415.49
432,Other renewable energies,Wind energy,2000.00
433,Hydroelectric power,Hydroelectric power,18.00
433,Other renewable energies,Photovoltaic,453.31
434,Other renewable energies,Photovoltaic,946.12
435,Other renewable energies,Photovoltaic,760.68
437,Other renewable energies,Photovoltaic,166.05
438,Other renewable energies,Photovoltaic,574.64
443,Other renewable energies,Photovoltaic,487.65
444,Hydroelectric power,Hydroelectric power,353.00
444,Other renewable energies,Photovoltaic,681.88
445,Other renewable energies,Photovoltaic,545.98
446,Other renewable energies,Photovoltaic,2232.79
446,Other renewable energies,Wind energy,6.00
448,Other renewable energies,Photovoltaic,733.48
448,Other renewable energies,Wind energy,2000.00
450,Other renewable energies,Photovoltaic,29.42
491,Other renewable energies,Photovoltaic,378.03
492,Other renewable energies,Photovoltaic,967.44
493,Other renewable energies,Photovoltaic,345.87
494,Other renewable energies,Photovoltaic,1727.83
495,Other renewable energies,Photovoltaic,1038.19
496,Other renewable energies,Photovoltaic,2845.87
497,Other renewable energies,Photovoltaic,339.07
498,Other renewable energies,Photovoltaic,2156.03
499,Other renewable energies,Photovoltaic,733.48
500,Other renewable energies,Photovoltaic,282.14
501,Other renewable energies,Photovoltaic,621.49
502,Other renewable energies,Photovoltaic,572.62
533,Other renewable energies,Photovoltaic,4249.73
533,Hydroelectric power,Hydroelectric power,951.00
535,Other renewable energies,Photovoltaic,13.02
536,Other renewable energies,Photovoltaic,164.71
538,Other renewable energies,Photovoltaic,1272.93
540,Other renewable energies,Photovoltaic,2934.70
541,Other renewable energies,Photovoltaic,751.00
543,Other renewable energies,Photovoltaic,370.82
544,Other renewable energies,Photovoltaic,2526.16
544,Other renewable energies,Biomass,320.00
546,Other renewable energies,Photovoltaic,2850.10
551,Other renewable energies,Photovoltaic,3598.07
552,Other renewable energies,Photovoltaic,3434.52
552,Other renewable energies,Biomass,400.00
552,Hydroelectric power,Hydroelectric power,478.80
553,Other renewable energies,Photovoltaic,53.06
554,Other renewable energies,Photovoltaic,208.03
556,Other renewable energies,Photovoltaic,471.18
561,Other renewable energies,Photovoltaic,2690.34
561,Other renewable energies,Biomass,50.00
561,Hydroelectric power,Hydroelectric power,1813.40
562,Other renewable energies,Photovoltaic,384.85
563,Other renewable energies,Photovoltaic,3990.12
563,Other renewable energies,Biomass,100.00
563,Hydroelectric power,Hydroelectric power,267.00
564,Hydroelectric power,Hydroelectric power,19025.00
564,Other renewable energies,Photovoltaic,188.21
565,Hydroelectric power,Hydroelectric power,3408.00
565,Other renewable energies,Photovoltaic,894.79
566,Other renewable energies,Photovoltaic,692.94
567,Other renewable energies,Photovoltaic,1573.26
567,Hydroelectric power,Hydroelectric power,36.00
571,Other renewable energies,Photovoltaic,633.94
572,Other renewable energies,Photovoltaic,1176.99
574,Hydroelectric power,Hydroelectric power,70.00
574,Other renewable energies,Photovoltaic,188.58
575,Other renewable energies,Photovoltaic,158.26
576,Other renewable energies,Photovoltaic,966.14
576,Other renewable energies,Biomass,90.00
576,Hydroelectric power,Hydroelectric power,1445.00
577,Other renewable energies,Photovoltaic,141.66
578,Other renewable energies,Photovoltaic,32.83
579,Other renewable energies,Photovoltaic,98.13
580,Other renewable energies,Photovoltaic,483.07
580,Hydroelectric power,Hydroelectric power,41.00
581,Other renewable energies,Photovoltaic,2581.29
581,Hydroelectric power,Hydroelectric power,1240.00
582,Hydroelectric power,Hydroelectric power,7.50
582,Other renewable energies,Photovoltaic,44.75
584,Hydroelectric power,Hydroelectric power,404.00
584,Other renewable energies,Photovoltaic,89.06
584,Other renewable energies,Biomass,100.00
585,Other renewable energies,Photovoltaic,435.70
586,Hydroelectric power,Hydroelectric power,11918.00
586,Other renewable energies,Photovoltaic,11.16
587,Other renewable energies,Photovoltaic,217.33
589,Other renewable energies,Photovoltaic,263.42
591,Other renewable energies,Photovoltaic,6.00
591,Hydroelectric power,Hydroelectric power,448.00
592,Other renewable energies,Photovoltaic,88.35
593,Other renewable energies,Photovoltaic,2104.23
593,Other renewable energies,Biomass,170.00
593,Hydroelectric power,Hydroelectric power,676.00
594,Other renewable energies,Photovoltaic,1360.64
594,Hydroelectric power,Hydroelectric power,776.00
603,Hydroelectric power,Hydroelectric power,33.00
603,Other renewable energies,Photovoltaic,1511.94
605,Other renewable energies,Photovoltaic,347.72
605,Hydroelectric power,Hydroelectric power,7.50
606,Other renewable energies,Photovoltaic,157.59
607,Other renewable energies,Photovoltaic,659.61
607,Other renewable energies,Biomass,60.00
608,Other renewable energies,Photovoltaic,1258.47
609,Other renewable energies,Photovoltaic,102.63
610,Other renewable energies,Photovoltaic,488.25
610,Hydroelectric power,Hydroelectric power,12.00
611,Other renewable energies,Photovoltaic,876.87
611,Other renewable energies,Biomass,300.00
612,Other renewable energies,Photovoltaic,3184.36
613,Other renewable energies,Photovoltaic,193.48
614,Other renewable energies,Photovoltaic,828.52
615,Other renewable energies,Photovoltaic,228.68
616,Other renewable energies,Photovoltaic,7578.17
616,Fossil fuel,Natural gas,1216.00
617,Other renewable energies,Photovoltaic,375.61
617,Hydroelectric power,Hydroelectric power,27.00
619,Other renewable energies,Photovoltaic,1366.36
620,Other renewable energies,Photovoltaic,602.23
622,Other renewable energies,Photovoltaic,548.49
622,Hydroelectric power,Hydroelectric power,20.00
623,Other renewable energies,Photovoltaic,2079.93
626,Other renewable energies,Photovoltaic,956.45
627,Other renewable energies,Photovoltaic,4761.67
628,Other renewable energies,Photovoltaic,1189.78
629,Other renewable energies,Photovoltaic,173.36
630,Other renewable energies,Photovoltaic,171.57
630,Other renewable energies,Biomass,16.00
632,Other renewable energies,Photovoltaic,4214.90
662,Other renewable energies,Photovoltaic,332.89
663,Other renewable energies,Photovoltaic,714.16
665,Other renewable energies,Photovoltaic,123.23
666,Other renewable energies,Photovoltaic,450.55
667,Other renewable energies,Photovoltaic,2348.36
667,Other renewable energies,Biomass,330.00
668,Other renewable energies,Photovoltaic,1151.62
668,Hydroelectric power,Hydroelectric power,45000.00
669,Other renewable energies,Photovoltaic,367.29
670,Other renewable energies,Photovoltaic,1804.37
671,Other renewable energies,Photovoltaic,718.18
681,Other renewable energies,Photovoltaic,205.58
683,Other renewable energies,Photovoltaic,156.70
690,Other renewable energies,Photovoltaic,730.16
691,Other renewable energies,Photovoltaic,365.67
692,Other renewable energies,Photovoltaic,94.45
694,Other renewable energies,Photovoltaic,208.44
696,Other renewable energies,Photovoltaic,259.02
700,Other renewable energies,Photovoltaic,1376.54
700,Hydroelectric power,Hydroelectric power,2165.00
701,Other renewable energies,Photovoltaic,215.62
703,Other renewable energies,Photovoltaic,1138.91
706,Other renewable energies,Photovoltaic,62.67
708,Other renewable energies,Photovoltaic,26.00
709,Other renewable energies,Photovoltaic,177.89
711,Other renewable energies,Photovoltaic,234.61
713,Other renewable energies,Photovoltaic,1449.02
715,Other renewable energies,Photovoltaic,91.89
716,Other renewable energies,Photovoltaic,6.00
717,Other renewable energies,Photovoltaic,12.56
723,Other renewable energies,Photovoltaic,1316.09
724,Other renewable energies,Photovoltaic,619.05
731,Other renewable energies,Photovoltaic,1139.41
732,Other renewable energies,Photovoltaic,1229.62
733,Other renewable energies,Photovoltaic,1656.06
734,Other renewable energies,Photovoltaic,54.18
735,Other renewable energies,Photovoltaic,219.09
736,Other renewable energies,Photovoltaic,314.49
736,Other renewable energies,Biomass,35.00
736,Hydroelectric power,Hydroelectric power,24420.00
737,Other renewable energies,Photovoltaic,221.71
738,Other renewable energies,Photovoltaic,632.01
739,Other renewable energies,Photovoltaic,1285.06
740,Other renewable energies,Photovoltaic,261.03
741,Other renewable energies,Photovoltaic,403.67
742,Other renewable energies,Photovoltaic,473.46
743,Other renewable energies,Photovoltaic,1137.43
744,Other renewable energies,Photovoltaic,1623.07
745,Other renewable energies,Photovoltaic,1197.56
746,Other renewable energies,Photovoltaic,826.28
747,Other renewable energies,Photovoltaic,360.11
748,Other renewable energies,Photovoltaic,366.57
750,Other renewable energies,Photovoltaic,22.64
751,Other renewable energies,Photovoltaic,1141.84
754,Other renewable energies,Photovoltaic,1747.89
755,Other renewable energies,Photovoltaic,818.65
756,Other renewable energies,Photovoltaic,13.23
761,Hydroelectric power,Hydroelectric power,23.00
761,Other renewable energies,Photovoltaic,151.67
762,Other renewable energies,Photovoltaic,401.12
763,Other renewable energies,Photovoltaic,746.83
763,Hydroelectric power,Hydroelectric power,17000.00
766,Other renewable energies,Photovoltaic,261.25
767,Other renewable energies,Photovoltaic,503.25
768,Other renewable energies,Photovoltaic,4292.65
768,Other renewable energies,Biomass,660.00
768,Hydroelectric power,Hydroelectric power,26900.00
769,Other renewable energies,Photovoltaic,1298.92
769,Other renewable energies,Biomass,24.80
769,Hydroelectric power,Hydroelectric power,9105.40
782,Hydroelectric power,Hydroelectric power,2741.00
782,Other renewable energies,Photovoltaic,3.00
783,Other renewable energies,Photovoltaic,25.92
784,Hydroelectric power,Hydroelectric power,1339608.00
784,Other renewable energies,Photovoltaic,563.57
785,Hydroelectric power,Hydroelectric power,11532.50
785,Other renewable energies,Biomass,60.00
785,Other renewable energies,Photovoltaic,1709.32
786,Hydroelectric power,Hydroelectric power,3272.00
786,Other renewable energies,Photovoltaic,101.34
791,Other renewable energies,Photovoltaic,442.34
791,Hydroelectric power,Hydroelectric power,2850.00
792,Other renewable energies,Photovoltaic,878.62
793,Other renewable energies,Photovoltaic,958.58
793,Hydroelectric power,Hydroelectric power,568.00
794,Other renewable energies,Photovoltaic,1888.36
794,Other renewable energies,Biomass,37.00
794,Hydroelectric power,Hydroelectric power,22.00
841,Hydroelectric power,Hydroelectric power,38.10
841,Other renewable energies,Photovoltaic,158.70
842,Hydroelectric power,Hydroelectric power,1140.00
842,Other renewable energies,Photovoltaic,36.53
843,Other renewable energies,Photovoltaic,743.56
843,Other renewable energies,Biomass,130.00
843,Hydroelectric power,Hydroelectric power,20.00
852,Other renewable energies,Photovoltaic,217.21
853,Other renewable energies,Photovoltaic,89.88
855,Other renewable energies,Photovoltaic,2497.83
861,Other renewable energies,Photovoltaic,5031.80
863,Other renewable energies,Photovoltaic,1149.13
866,Other renewable energies,Photovoltaic,980.18
867,Other renewable energies,Photovoltaic,526.72
868,Other renewable energies,Photovoltaic,392.48
869,Other renewable energies,Photovoltaic,747.55
869,Other renewable energies,Biomass,60.00
870,Other renewable energies,Photovoltaic,1092.71
870,Hydroelectric power,Hydroelectric power,19.00
877,Other renewable energies,Photovoltaic,323.14
879,Other renewable energies,Photovoltaic,1644.80
879,Hydroelectric power,Hydroelectric power,8.80
880,Other renewable energies,Photovoltaic,1068.20
883,Other renewable energies,Photovoltaic,1281.46
884,Other renewable energies,Photovoltaic,1033.36
885,Other renewable energies,Photovoltaic,1105.98
885,Hydroelectric power,Hydroelectric power,727.00
886,Other renewable energies,Photovoltaic,1599.86
901,Hydroelectric power,Hydroelectric power,140.50
901,Other renewable energies,Photovoltaic,756.71
902,Other renewable energies,Photovoltaic,1938.64
902,Other renewable energies,Biomass,130.00
902,Hydroelectric power,Hydroelectric power,243.00
903,Other renewable energies,Photovoltaic,302.01
904,Other renewable energies,Photovoltaic,417.15
905,Other renewable energies,Photovoltaic,240.08
905,Hydroelectric power,Hydroelectric power,400.00
906,Hydroelectric power,Hydroelectric power,64.00
906,Other renewable energies,Wind energy,6.00
906,Other renewable energies,Photovoltaic,1732.48
907,Other renewable energies,Photovoltaic,812.64
907,Hydroelectric power,Hydroelectric power,4.00
908,Other renewable energies,Biomass,29.90
908,Other renewable energies,Photovoltaic,686.57
908,Hydroelectric power,Hydroelectric power,18.00
909,Other renewable energies,Photovoltaic,901.80
909,Other renewable energies,Biomass,560.00
909,Hydroelectric power,Hydroelectric power,108.00
921,Other renewable energies,Photovoltaic,671.24
922,Hydroelectric power,Hydroelectric power,149.00
922,Other renewable energies,Photovoltaic,857.38
924,Other renewable energies,Photovoltaic,194.96
925,Other renewable energies,Photovoltaic,137.58
927,Other renewable energies,Photovoltaic,332.25
928,Other renewable energies,Photovoltaic,1927.40
929,Other renewable energies,Photovoltaic,1170.17
931,Other renewable energies,Photovoltaic,133.42
934,Other renewable energies,Photovoltaic,431.08
936,Other renewable energies,Photovoltaic,68.62
938,Other renewable energies,Photovoltaic,554.90
938,Hydroelectric power,Hydroelectric power,12.00
939,Other renewable energies,Photovoltaic,6410.90
939,Hydroelectric power,Hydroelectric power,65.50
939,Fossil fuel,Natural gas,60.00
941,Other renewable energies,Photovoltaic,1219.49
941,Hydroelectric power,Hydroelectric power,45.00
942,Other renewable energies,Photovoltaic,13983.91
942,Other renewable energies,Waste,15070.00
942,Hydroelectric power,Hydroelectric power,12172.00
943,Other renewable energies,Photovoltaic,506.21
943,Other renewable energies,Biomass,24.00
944,Other renewable energies,Photovoltaic,3763.19
944,Other renewable energies,Biomass,330.00
945,Other renewable energies,Photovoltaic,693.22
947,Other renewable energies,Photovoltaic,201.87
948,Other renewable energies,Photovoltaic,12.48
951,Other renewable energies,Photovoltaic,421.86
952,Hydroelectric power,Hydroelectric power,4.00
952,Other renewable energies,Photovoltaic,1305.35
953,Other renewable energies,Photovoltaic,1281.51
954,Other renewable energies,Photovoltaic,5111.74
954,Hydroelectric power,Hydroelectric power,64.50
955,Other renewable energies,Photovoltaic,427.28
955,Hydroelectric power,Hydroelectric power,425.00
956,Other renewable energies,Photovoltaic,146.96
957,Other renewable energies,Photovoltaic,2170.16
957,Other renewable energies,Biomass,20.00
957,Hydroelectric power,Hydroelectric power,38.00
958,Other renewable energies,Photovoltaic,63.03
960,Other renewable energies,Photovoltaic,2347.57
960,Other renewable energies,Wind energy,35.00
971,Other renewable energies,Photovoltaic,1253.26
972,Other renewable energies,Photovoltaic,220.22
973,Other renewable energies,Photovoltaic,405.23
975,Other renewable energies,Photovoltaic,329.76
976,Other renewable energies,Photovoltaic,266.77
977,Other renewable energies,Photovoltaic,552.15
979,Other renewable energies,Photovoltaic,5156.24
980,Other renewable energies,Photovoltaic,837.93
