ID,Municipality,MainCategory,SubCategory,TotalPower
4038,Obersiggenthal,Hydroelectric power,Hydroelectric power,120.00
4039,Remetschwil,Other renewable energies,Photovoltaic,1784.06
4039,Remetschwil,Other renewable energies,Biomass,250.00
4040,Spreitenbach,Other renewable energies,Photovoltaic,4740.01
4040,Spreitenbach,Other renewable energies,Biomass,33.00
4041,Stetten (AG),Other renewable energies,Photovoltaic,2521.60
4042,Turgi,Other renewable energies,Photovoltaic,538.74
4042,Turgi,Other renewable energies,Biomass,27.00
4042,Turgi,Other renewable energies,Waste,13600.00
4042,Turgi,Hydroelectric power,Hydroelectric power,1406.50
4044,Untersiggenthal,Other renewable energies,Photovoltaic,3976.26
4044,Untersiggenthal,Hydroelectric power,Hydroelectric power,4145.00
4045,Wettingen,Other renewable energies,Photovoltaic,4117.27
4045,Wettingen,Hydroelectric power,Hydroelectric power,32300.00
4046,Wohlenschwil,Other renewable energies,Photovoltaic,915.01
4047,Würenlingen,Other renewable energies,Photovoltaic,4266.12
4047,Würenlingen,Other renewable energies,Biomass,50.00
4048,Würenlos,Other renewable energies,Photovoltaic,2243.39
4049,Ehrendingen,Other renewable energies,Photovoltaic,1311.35
4061,Arni (AG),Other renewable energies,Photovoltaic,734.14
4062,Berikon,Other renewable energies,Photovoltaic,2312.42
4063,Bremgarten (AG),Other renewable energies,Photovoltaic,4101.75
4063,Bremgarten (AG),Hydroelectric power,Hydroelectric power,19544.00
4064,Büttikon,Hydroelectric power,Hydroelectric power,9.70
4064,Büttikon,Other renewable energies,Photovoltaic,1008.30
4065,Dottikon,Other renewable energies,Photovoltaic,3413.74
4065,Dottikon,Other renewable energies,Biomass,76.00
4065,Dottikon,Hydroelectric power,Hydroelectric power,17.00
4066,Eggenwil,Other renewable energies,Photovoltaic,342.75
4067,Fischbach-Göslikon,Other renewable energies,Photovoltaic,1105.81
4067,Fischbach-Göslikon,Other renewable energies,Biomass,235.00
4068,Hägglingen,Other renewable energies,Photovoltaic,3598.48
4071,Jonen,Other renewable energies,Photovoltaic,1082.79
4072,Niederwil (AG),Other renewable energies,Photovoltaic,2898.33
4072,Niederwil (AG),Other renewable energies,Biomass,2134.00
4073,Oberlunkhofen,Other renewable energies,Photovoltaic,1428.52
4073,Oberlunkhofen,Hydroelectric power,Hydroelectric power,5.50
4074,Oberwil-Lieli,Other renewable energies,Photovoltaic,1427.73
4076,Sarmenstorf,Other renewable energies,Photovoltaic,3034.22
4079,Unterlunkhofen,Other renewable energies,Biomass,48.00
4079,Unterlunkhofen,Other renewable energies,Photovoltaic,812.54
4080,Villmergen,Other renewable energies,Photovoltaic,20049.20
4080,Villmergen,Other renewable energies,Biomass,170.00
4083,Zufikon,Other renewable energies,Photovoltaic,1829.80
4091,Auenstein,Other renewable energies,Photovoltaic,814.06
4091,Auenstein,Hydroelectric power,Hydroelectric power,44560.00
4092,Birr,Other renewable energies,Photovoltaic,3866.95
4093,Birrhard,Other renewable energies,Photovoltaic,1106.70
4095,Brugg,Other renewable energies,Photovoltaic,5535.52
4095,Brugg,Hydroelectric power,Hydroelectric power,2097.00
4095,Brugg,Fossil fuel,Natural gas,786.00
4099,Habsburg,Other renewable energies,Photovoltaic,357.94
4099,Habsburg,Other renewable energies,Biomass,5.50
4100,Hausen (AG),Other renewable energies,Photovoltaic,1187.00
4104,Lupfig,Other renewable energies,Photovoltaic,419.82
4105,Mandach,Other renewable energies,Photovoltaic,108.37
4106,Mönthal,Other renewable energies,Photovoltaic,569.86
4107,Mülligen,Other renewable energies,Photovoltaic,1101.37
4110,Remigen,Other renewable energies,Photovoltaic,581.23
4111,Riniken,Other renewable energies,Photovoltaic,333.83
4112,Rüfenach,Other renewable energies,Photovoltaic,602.13
4117,Thalheim (AG),Other renewable energies,Photovoltaic,604.07
4120,Veltheim (AG),Other renewable energies,Photovoltaic,1178.88
4121,Villigen,Other renewable energies,Photovoltaic,990.86
4121,Villigen,Other renewable energies,Biomass,72.00
4122,Villnachern,Other renewable energies,Photovoltaic,4756.97
4122,Villnachern,Hydroelectric power,Hydroelectric power,44100.00
4125,Schinznach,Other renewable energies,Photovoltaic,284.16
4131,Beinwil am See,Other renewable energies,Photovoltaic,1732.59
4132,Birrwil,Other renewable energies,Photovoltaic,499.45
4132,Birrwil,Hydroelectric power,Hydroelectric power,26.00
4134,Dürrenäsch,Other renewable energies,Photovoltaic,3448.20
4135,Gontenschwil,Other renewable energies,Photovoltaic,2155.10
4135,Gontenschwil,Other renewable energies,Wind energy,10.00
4136,Holziken,Other renewable energies,Photovoltaic,901.73
4137,Leimbach (AG),Other renewable energies,Photovoltaic,234.85
4138,Leutwil,Other renewable energies,Photovoltaic,1271.74
4139,Menziken,Other renewable energies,Photovoltaic,2264.49
4140,Oberkulm,Other renewable energies,Photovoltaic,1415.98
4141,Reinach (AG),Other renewable energies,Photovoltaic,3519.89
4142,Schlossrued,Other renewable energies,Photovoltaic,467.25
4144,Schöftland,Other renewable energies,Photovoltaic,1962.92
4144,Schöftland,Other renewable energies,Biomass,37.00
4144,Schöftland,Hydroelectric power,Hydroelectric power,75.00
4147,Zetzwil,Other renewable energies,Photovoltaic,640.39
4161,Eiken,Other renewable energies,Photovoltaic,1307.32
4163,Frick,Other renewable energies,Photovoltaic,4338.57
4164,Gansingen,Other renewable energies,Photovoltaic,447.11
4165,Gipf-Oberfrick,Other renewable energies,Photovoltaic,3379.77
4169,Kaisten,Other renewable energies,Photovoltaic,2083.69
4169,Kaisten,Other renewable energies,Biomass,320.00
4169,Kaisten,Hydroelectric power,Hydroelectric power,106000.00
4170,Laufenburg,Other renewable energies,Photovoltaic,924.76
4172,Münchwilen (AG),Other renewable energies,Photovoltaic,448.14
4173,Oberhof,Other renewable energies,Photovoltaic,576.37
4175,Oeschgen,Other renewable energies,Photovoltaic,1262.14
4176,Schwaderloch,Other renewable energies,Photovoltaic,453.28
4177,Sisseln,Other renewable energies,Biomass,8154.00
4177,Sisseln,Other renewable energies,Photovoltaic,1845.25
4181,Wittnau,Other renewable energies,Photovoltaic,2538.72
4183,Zeihen,Other renewable energies,Photovoltaic,887.83
4184,Mettauertal,Other renewable energies,Photovoltaic,1285.36
4185,Böztal,Other renewable energies,Photovoltaic,1987.70
4191,Ammerswil,Other renewable energies,Photovoltaic,5539.33
4191,Ammerswil,Other renewable energies,Biomass,270.20
4191,Ammerswil,Hydroelectric power,Hydroelectric power,351.00
4193,Brunegg,Other renewable energies,Photovoltaic,1492.58
4194,Dintikon,Other renewable energies,Photovoltaic,2169.04
4195,Egliswil,Other renewable energies,Photovoltaic,4178.94
4195,Egliswil,Hydroelectric power,Hydroelectric power,302.00
4196,Fahrwangen,Other renewable energies,Photovoltaic,1339.22
4197,Hallwil,Other renewable energies,Photovoltaic,916.48
4199,Holderbank (AG),Other renewable energies,Photovoltaic,455.93
4200,Hunzenschwil,Other renewable energies,Photovoltaic,1875.36
4202,Meisterschwanden,Other renewable energies,Photovoltaic,1840.34
4203,Möriken-Wildegg,Other renewable energies,Photovoltaic,3306.82
4203,Möriken-Wildegg,Other renewable energies,Biomass,2510.00
4203,Möriken-Wildegg,Hydroelectric power,Hydroelectric power,160.00
4204,Niederlenz,Other renewable energies,Photovoltaic,1471.06
4204,Niederlenz,Hydroelectric power,Hydroelectric power,450.00
4205,Othmarsingen,Other renewable energies,Photovoltaic,1738.28
4206,Rupperswil,Other renewable energies,Photovoltaic,2899.18
4207,Schafisheim,Other renewable energies,Photovoltaic,2772.95
4208,Seengen,Other renewable energies,Photovoltaic,2339.26
4208,Seengen,Other renewable energies,Biomass,80.00
4210,Staufen,Other renewable energies,Photovoltaic,1497.02
4221,Abtwil,Other renewable energies,Photovoltaic,1339.42
4222,Aristau,Other renewable energies,Photovoltaic,8470.25
4222,Aristau,Other renewable energies,Biomass,160.00
4222,Aristau,Hydroelectric power,Hydroelectric power,3.00
4223,Auw,Other renewable energies,Photovoltaic,11165.60
4223,Auw,Other renewable energies,Biomass,37.00
4226,Besenbüren,Other renewable energies,Photovoltaic,600.36
4227,Bettwil,Other renewable energies,Photovoltaic,848.10
4228,Boswil,Other renewable energies,Photovoltaic,1912.44
4229,Bünzen,Other renewable energies,Photovoltaic,716.55
4229,Bünzen,Other renewable energies,Biomass,15.00
4231,Dietwil,Other renewable energies,Photovoltaic,866.22
4233,Kallern,Other renewable energies,Photovoltaic,665.49
4234,Merenschwand,Other renewable energies,Photovoltaic,4190.11
4237,Oberrüti,Other renewable energies,Biomass,485.90
4237,Oberrüti,Other renewable energies,Photovoltaic,1767.61
4238,Rottenschwil,Other renewable energies,Photovoltaic,856.27
4239,Sins,Other renewable energies,Photovoltaic,1818.84
4240,Waltenschwil,Other renewable energies,Photovoltaic,2487.22
4253,Magden,Other renewable energies,Photovoltaic,1568.93
4254,Möhlin,Other renewable energies,Photovoltaic,6750.53
4254,Möhlin,Other renewable energies,Biomass,301.00
4255,Mumpf,Other renewable energies,Photovoltaic,369.03
4256,Obermumpf,Other renewable energies,Photovoltaic,615.88
4258,Rheinfelden,Other renewable energies,Photovoltaic,8710.30
4258,Rheinfelden,Other renewable energies,Biomass,185.00
4258,Rheinfelden,Hydroelectric power,Hydroelectric power,160628.00
4259,Schupfart,Other renewable energies,Photovoltaic,551.73
4260,Stein (AG),Other renewable energies,Photovoltaic,1286.69
4260,Stein (AG),Hydroelectric power,Hydroelectric power,36800.00
4261,Wallbach,Other renewable energies,Photovoltaic,1438.79
4261,Wallbach,Other renewable energies,Biomass,17.00
4262,Wegenstetten,Other renewable energies,Photovoltaic,426.15
4263,Zeiningen,Other renewable energies,Photovoltaic,1868.25
4271,Aarburg,Other renewable energies,Photovoltaic,3563.19
4271,Aarburg,Other renewable energies,Waste,7760.00
4273,Bottenwil,Other renewable energies,Photovoltaic,1080.72
4274,Brittnau,Other renewable energies,Photovoltaic,3721.73
4274,Brittnau,Hydroelectric power,Hydroelectric power,100.00
4275,Kirchleerau,Other renewable energies,Photovoltaic,1236.99
4276,Kölliken,Other renewable energies,Photovoltaic,3207.41
4276,Kölliken,Other renewable energies,Biomass,37.00
4279,Murgenthal,Hydroelectric power,Hydroelectric power,167.00
4279,Murgenthal,Other renewable energies,Biomass,43.00
4279,Murgenthal,Other renewable energies,Photovoltaic,1445.73
4280,Oftringen,Other renewable energies,Photovoltaic,3853.20
4281,Reitnau,Hydroelectric power,Hydroelectric power,5.50
4281,Reitnau,Other renewable energies,Photovoltaic,2007.73
4282,Rothrist,Other renewable energies,Photovoltaic,9686.90
4282,Rothrist,Hydroelectric power,Hydroelectric power,100.00
4283,Safenwil,Other renewable energies,Photovoltaic,2086.11
4284,Staffelbach,Other renewable energies,Photovoltaic,1061.38
4286,Uerkheim,Other renewable energies,Photovoltaic,264.25
4288,Wiliberg,Other renewable energies,Photovoltaic,127.04
4303,Böttstein,Other renewable energies,Photovoltaic,2947.84
4304,Döttingen,Other renewable energies,Photovoltaic,1098.77
4304,Döttingen,Hydroelectric power,Hydroelectric power,25461.00
4304,Döttingen,Nuclear energy,Nuclear energy,729600.00
4305,Endingen,Other renewable energies,Photovoltaic,2048.60
4305,Endingen,Hydroelectric power,Hydroelectric power,15.00
4306,Fisibach,Other renewable energies,Photovoltaic,449.48
4307,Full-Reuenthal,Other renewable energies,Photovoltaic,799.32
4309,Klingnau,Other renewable energies,Biomass,625.00
4309,Klingnau,Other renewable energies,Photovoltaic,3656.38
4309,Klingnau,Hydroelectric power,Hydroelectric power,40950.00
4311,Leibstadt,Other renewable energies,Photovoltaic,1917.16
4311,Leibstadt,Nuclear energy,Nuclear energy,1250000.00
4311,Leibstadt,Hydroelectric power,Hydroelectric power,111000.00
4312,Lengnau (AG),Other renewable energies,Photovoltaic,2375.46
4312,Lengnau (AG),Hydroelectric power,Hydroelectric power,27.50
4313,Leuggern,Other renewable energies,Photovoltaic,2226.89
4314,Mellikon,Other renewable energies,Photovoltaic,909.32
4318,Schneisingen,Other renewable energies,Photovoltaic,912.46
4320,Tegerfelden,Other renewable energies,Photovoltaic,555.32
4324,Zurzach,Other renewable energies,Photovoltaic,5678.22
4324,Zurzach,Other renewable energies,Biomass,80.00
4324,Zurzach,Hydroelectric power,Hydroelectric power,41380.00
4401,Arbon,Other renewable energies,Photovoltaic,8478.90
4406,Dozwil,Other renewable energies,Photovoltaic,669.59
4411,Egnach,Other renewable energies,Photovoltaic,4424.98
4426,Kesswil,Other renewable energies,Photovoltaic,1179.39
4431,Roggwil (TG),Other renewable energies,Biomass,30.00
4431,Roggwil (TG),Other renewable energies,Photovoltaic,2753.09
4436,Romanshorn,Other renewable energies,Photovoltaic,6500.44
4441,Salmsach,Other renewable energies,Photovoltaic,1606.02
4451,Uttwil,Other renewable energies,Photovoltaic,919.77
4461,Amriswil,Other renewable energies,Photovoltaic,1050.65
4476,Erlen,Other renewable energies,Photovoltaic,6996.24
4486,Hauptwil-Gottshaus,Other renewable energies,Photovoltaic,919.53
4501,Kradolf-Schönenberg,Hydroelectric power,Hydroelectric power,3600.00
4501,Kradolf-Schönenberg,Other renewable energies,Photovoltaic,3258.70
4506,Sulgen,Other renewable energies,Photovoltaic,5203.98
4511,Zihlschlacht-Sitterdorf,Other renewable energies,Photovoltaic,2766.87
4511,Zihlschlacht-Sitterdorf,Hydroelectric power,Hydroelectric power,75.00
4536,Basadingen-Schlattingen,Other renewable energies,Photovoltaic,2256.27
4545,Diessenhofen,Other renewable energies,Photovoltaic,3587.15
4551,Aadorf,Other renewable energies,Photovoltaic,2991.60
4551,Aadorf,Hydroelectric power,Hydroelectric power,130.00
4561,Felben-Wellhausen,Other renewable energies,Photovoltaic,1683.49
4566,Frauenfeld,Hydroelectric power,Hydroelectric power,425.00
4566,Frauenfeld,Other renewable energies,Photovoltaic,2242.98
4566,Frauenfeld,Other renewable energies,Biomass,230.00
4571,Gachnang,Other renewable energies,Photovoltaic,993.27
4590,Hüttlingen,Other renewable energies,Photovoltaic,1705.74
4601,Neunforn,Other renewable energies,Photovoltaic,593.63
4606,Stettfurt,Other renewable energies,Photovoltaic,1965.55
4611,Thundorf,Other renewable energies,Photovoltaic,2465.88
4616,Uesslingen-Buch,Other renewable energies,Photovoltaic,1042.18
4621,Warth-Weiningen,Other renewable energies,Photovoltaic,4394.77
4641,Altnau,Other renewable energies,Photovoltaic,2591.59
4643,Bottighofen,Other renewable energies,Photovoltaic,10999.76
4646,Ermatingen,Other renewable energies,Photovoltaic,2950.12
4646,Ermatingen,Other renewable energies,Biomass,27.00
4651,Gottlieben,Other renewable energies,Photovoltaic,6147.02
4656,Güttingen,Other renewable energies,Photovoltaic,2444.97
4666,Kemmental,Other renewable energies,Photovoltaic,5357.32
4681,Langrickenbach,Other renewable energies,Photovoltaic,2884.82
4681,Langrickenbach,Other renewable energies,Biomass,50.00
4683,Lengwil,Other renewable energies,Photovoltaic,1683.86
4691,Münsterlingen,Other renewable energies,Photovoltaic,1926.57
4691,Münsterlingen,Other renewable energies,Biomass,37.00
4701,Wäldi,Other renewable energies,Photovoltaic,3230.57
4701,Wäldi,Other renewable energies,Biomass,97.00
4711,Affeltrangen,Other renewable energies,Photovoltaic,12873.47
4711,Affeltrangen,Other renewable energies,Biomass,755.00
4716,Bettwiesen,Other renewable energies,Photovoltaic,1121.63
4721,Bichelsee-Balterswil,Other renewable energies,Photovoltaic,2443.94
4721,Bichelsee-Balterswil,Other renewable energies,Biomass,610.00
4723,Braunau,Other renewable energies,Photovoltaic,1213.10
4724,Eschlikon,Other renewable energies,Photovoltaic,8978.08
4724,Eschlikon,Other renewable energies,Biomass,450.00
4724,Eschlikon,Hydroelectric power,Hydroelectric power,306.00
4726,Fischingen,Other renewable energies,Photovoltaic,3336.97
4741,Lommis,Other renewable energies,Photovoltaic,855.86
4746,Münchwilen (TG),Other renewable energies,Photovoltaic,2864.35
4751,Rickenbach (TG),Other renewable energies,Photovoltaic,2353.29
4751,Rickenbach (TG),Fossil fuel,Natural gas,50.00
4756,Schönholzerswilen,Other renewable energies,Photovoltaic,1429.62
4761,Sirnach,Other renewable energies,Photovoltaic,882.37
4776,Tobel-Tägerschen,Other renewable energies,Photovoltaic,493.34
4781,Wängi,Other renewable energies,Biomass,331.00
4781,Wängi,Other renewable energies,Photovoltaic,5029.63
4801,Berlingen,Other renewable energies,Photovoltaic,530.80
4806,Eschenz,Other renewable energies,Photovoltaic,1372.85
4811,Herdern,Other renewable energies,Photovoltaic,1794.22
4811,Herdern,Other renewable energies,Biomass,300.00
4816,Homburg,Other renewable energies,Photovoltaic,3157.35
4821,Hüttwilen,Other renewable energies,Photovoltaic,592.73
4826,Mammern,Other renewable energies,Photovoltaic,271.00
4831,Müllheim,Other renewable energies,Photovoltaic,2185.93
4831,Müllheim,Hydroelectric power,Hydroelectric power,198.00
4841,Pfyn,Other renewable energies,Photovoltaic,1050.92
4841,Pfyn,Hydroelectric power,Hydroelectric power,312.00
4851,Salenstein,Other renewable energies,Photovoltaic,998.99
4864,Steckborn,Other renewable energies,Photovoltaic,2924.66
4864,Steckborn,Other renewable energies,Biomass,249.90
4864,Steckborn,Hydroelectric power,Hydroelectric power,7.50
4871,Wagenhausen,Other renewable energies,Photovoltaic,1130.36
4871,Wagenhausen,Other renewable energies,Biomass,55.00
4881,Amlikon-Bissegg,Other renewable energies,Photovoltaic,1172.03
4891,Berg (TG),Other renewable energies,Photovoltaic,20177.75
4891,Berg (TG),Other renewable energies,Biomass,313.00
4891,Berg (TG),Other renewable energies,Wind energy,6.40
4891,Berg (TG),Other renewable energies,Waste,15640.00
4891,Berg (TG),Fossil fuel,Natural gas,30.00
4891,Berg (TG),Hydroelectric power,Hydroelectric power,1560.00
4911,Bürglen (TG),Other renewable energies,Photovoltaic,2665.94
4911,Bürglen (TG),Hydroelectric power,Hydroelectric power,2094.00
4921,Bussnang,Other renewable energies,Photovoltaic,2511.96
4941,Märstetten,Other renewable energies,Photovoltaic,4306.53
4951,Wigoltingen,Other renewable energies,Photovoltaic,2559.00
5001,Arbedo-Castione,Other renewable energies,Photovoltaic,2763.41
5001,Arbedo-Castione,Hydroelectric power,Hydroelectric power,50.00
5002,Bellinzona,Other renewable energies,Photovoltaic,22785.34
5002,Bellinzona,Other renewable energies,Biomass,330.00
5002,Bellinzona,Other renewable energies,Waste,18600.00
5002,Bellinzona,Hydroelectric power,Hydroelectric power,18305.00
5003,Cadenazzo,Other renewable energies,Biomass,499.00
5003,Cadenazzo,Other renewable energies,Photovoltaic,5803.21
5009,Isone,Other renewable energies,Photovoltaic,152.43
5048,Acquarossa,Hydroelectric power,Hydroelectric power,101.50
5048,Acquarossa,Other renewable energies,Photovoltaic,1700.99
5049,Blenio,Other renewable energies,Photovoltaic,1349.54
5049,Blenio,Hydroelectric power,Hydroelectric power,57.00
5050,Serravalle,Other renewable energies,Photovoltaic,1129.96
5050,Serravalle,Hydroelectric power,Hydroelectric power,4000.00
5061,Airolo,Other renewable energies,Wind energy,10200.00
5061,Airolo,Other renewable energies,Photovoltaic,315.39
5061,Airolo,Hydroelectric power,Hydroelectric power,54247.00
5063,Bedretto,Hydroelectric power,Hydroelectric power,1800.00
5064,Bodio,Other renewable energies,Photovoltaic,389.54
5064,Bodio,Hydroelectric power,Hydroelectric power,130.00
5071,Dalpe,Other renewable energies,Photovoltaic,151.61
5071,Dalpe,Hydroelectric power,Hydroelectric power,1000.00
5072,Faido,Other renewable energies,Photovoltaic,1320.28
5072,Faido,Hydroelectric power,Hydroelectric power,73825.00
5073,Giornico,Other renewable energies,Photovoltaic,267.49
5076,Personico,Other renewable energies,Photovoltaic,91.40
5076,Personico,Hydroelectric power,Hydroelectric power,123913.00
5077,Pollegio,Other renewable energies,Photovoltaic,447.79
5078,Prato (Leventina),Hydroelectric power,Hydroelectric power,10315.00
5078,Prato (Leventina),Other renewable energies,Photovoltaic,51.33
5079,Quinto,Other renewable energies,Wind energy,2550.00
5079,Quinto,Other renewable energies,Photovoltaic,452.12
5079,Quinto,Hydroelectric power,Hydroelectric power,57093.00
5091,Ascona,Other renewable energies,Photovoltaic,1737.50
5096,Brione sopra Minusio,Other renewable energies,Photovoltaic,1492.61
5096,Brione sopra Minusio,Hydroelectric power,Hydroelectric power,113.00
5097,Brissago,Other renewable energies,Photovoltaic,994.11
5108,Gordola,Other renewable energies,Photovoltaic,3109.53
5108,Gordola,Other renewable energies,Biomass,260.00
5108,Gordola,Hydroelectric power,Hydroelectric power,79955.60
5112,Lavertezzo,Other renewable energies,Photovoltaic,2868.61
5113,Locarno,Other renewable energies,Photovoltaic,9949.63
5113,Locarno,Hydroelectric power,Hydroelectric power,4320.00
5113,Locarno,Fossil fuel,Natural gas,252.00
5115,Losone,Other renewable energies,Photovoltaic,3483.98
5117,Mergoscia,Other renewable energies,Photovoltaic,141.65
5118,Minusio,Other renewable energies,Photovoltaic,4891.54
5118,Minusio,Hydroelectric power,Hydroelectric power,4400.00
5125,Ronco sopra Ascona,Other renewable energies,Photovoltaic,517.88
5136,Onsernone,Other renewable energies,Photovoltaic,297.85
5136,Onsernone,Hydroelectric power,Hydroelectric power,210.00
5138,Cugnasco-Gerra,Hydroelectric power,Hydroelectric power,37.00
5138,Cugnasco-Gerra,Other renewable energies,Photovoltaic,655.12
5141,Agno,Other renewable energies,Photovoltaic,1926.05
5141,Agno,Fossil fuel,Natural gas,5.30
5143,Aranno,Other renewable energies,Photovoltaic,180.94
5144,Arogno,Other renewable energies,Photovoltaic,534.56
5146,Astano,Other renewable energies,Photovoltaic,155.61
5148,Bedano,Other renewable energies,Photovoltaic,1353.95
5149,Bedigliora,Other renewable energies,Photovoltaic,1979.94
5151,Bioggio,Other renewable energies,Photovoltaic,3324.58
5151,Bioggio,Other renewable energies,Biomass,527.00
5154,Bissone,Other renewable energies,Photovoltaic,167.02
5160,Brusino Arsizio,Other renewable energies,Photovoltaic,177.04
5161,Cademario,Other renewable energies,Photovoltaic,444.76
5162,Cadempino,Other renewable energies,Photovoltaic,1835.11
5167,Canobbio,Other renewable energies,Photovoltaic,777.48
5171,Caslano,Other renewable energies,Photovoltaic,2563.30
5176,Comano,Other renewable energies,Photovoltaic,1836.86
5186,Grancia,Other renewable energies,Photovoltaic,1996.26
5187,Gravesano,Other renewable energies,Photovoltaic,369.50
5189,Lamone,Other renewable energies,Photovoltaic,2060.41
5192,Lugano,Other renewable energies,Photovoltaic,14117.76
5192,Lugano,Hydroelectric power,Hydroelectric power,4407.00
5192,Lugano,Fossil fuel,Natural gas,574.00
5193,Magliaso,Other renewable energies,Photovoltaic,1212.98
5194,Manno,Other renewable energies,Photovoltaic,3454.53
5198,Melide,Other renewable energies,Photovoltaic,413.52
5199,Mezzovico-Vira,Other renewable energies,Photovoltaic,3852.63
5203,Morcote,Other renewable energies,Photovoltaic,179.89
5205,Muzzano,Other renewable energies,Photovoltaic,354.08
5206,Neggio,Other renewable energies,Photovoltaic,106.26
5208,Origlio,Other renewable energies,Photovoltaic,613.96
5212,Ponte Capriasca,Other renewable energies,Photovoltaic,1072.08
5214,Porza,Other renewable energies,Photovoltaic,2005.91
5216,Pura,Other renewable energies,Photovoltaic,740.13
5225,Sorengo,Other renewable energies,Photovoltaic,429.94
5226,Capriasca,Other renewable energies,Photovoltaic,3739.79
5227,Torricella-Taverne,Other renewable energies,Photovoltaic,596.81
5227,Torricella-Taverne,Hydroelectric power,Hydroelectric power,16.00
5233,Vico Morcote,Other renewable energies,Photovoltaic,90.67
5236,Collina d'Oro,Other renewable energies,Photovoltaic,1687.51
5236,Collina d'Oro,Fossil fuel,Natural gas,4.00
5237,Alto Malcantone,Other renewable energies,Photovoltaic,853.29
5238,Monteceneri,Other renewable energies,Photovoltaic,3027.68
5238,Monteceneri,Hydroelectric power,Hydroelectric power,950.00
5239,Tresa,Other renewable energies,Photovoltaic,1934.66
5242,Balerna,Other renewable energies,Photovoltaic,8209.19
5242,Balerna,Fossil fuel,Natural gas,70.00
5249,Castel San Pietro,Other renewable energies,Photovoltaic,12012.28
5250,Chiasso,Other renewable energies,Photovoltaic,454.56
5254,Mendrisio,Other renewable energies,Photovoltaic,11126.73
5257,Morbio Inferiore,Other renewable energies,Photovoltaic,1935.31
5257,Morbio Inferiore,Hydroelectric power,Hydroelectric power,37.00
5260,Novazzano,Other renewable energies,Photovoltaic,3451.36
5263,Riva San Vitale,Other renewable energies,Photovoltaic,1646.44
5263,Riva San Vitale,Other renewable energies,Biomass,149.00
5266,Stabio,Other renewable energies,Photovoltaic,740.96
5268,Vacallo,Other renewable energies,Biomass,120.00
5268,Vacallo,Other renewable energies,Photovoltaic,1200.81
5269,Breggia,Other renewable energies,Photovoltaic,1059.28
5281,Biasca,Other renewable energies,Photovoltaic,3698.77
5281,Biasca,Other renewable energies,Biomass,69.00
5281,Biasca,Hydroelectric power,Hydroelectric power,431000.00
5287,Riviera,Other renewable energies,Photovoltaic,2350.23
5307,Campo (Vallemaggia),Other renewable energies,Photovoltaic,87.82
5307,Campo (Vallemaggia),Hydroelectric power,Hydroelectric power,5246.00
5310,Cevio,Other renewable energies,Photovoltaic,317.70
5310,Cevio,Hydroelectric power,Hydroelectric power,660200.00
5317,Maggia,Other renewable energies,Photovoltaic,1383.49
5317,Maggia,Hydroelectric power,Hydroelectric power,10828.70
5323,Lavizzara,Hydroelectric power,Hydroelectric power,2853.00
5323,Lavizzara,Other renewable energies,Photovoltaic,253.03
5324,Avegno Gordevio,Other renewable energies,Photovoltaic,890.04
5324,Avegno Gordevio,Hydroelectric power,Hydroelectric power,87.00
5396,Terre di Pedemonte,Other renewable energies,Photovoltaic,1250.81
5397,Centovalli,Other renewable energies,Photovoltaic,408.39
5397,Centovalli,Hydroelectric power,Hydroelectric power,3195.00
5398,Gambarogno,Other renewable energies,Photovoltaic,1969.40
5398,Gambarogno,Hydroelectric power,Hydroelectric power,250.00
5399,Verzasca,Other renewable energies,Photovoltaic,255.88
5401,Aigle,Other renewable energies,Photovoltaic,9947.85
5401,Aigle,Other renewable energies,Biomass,60.00
5401,Aigle,Hydroelectric power,Hydroelectric power,20526.00
5401,Aigle,Fossil fuel,Natural gas,40.00
5402,Bex,Other renewable energies,Photovoltaic,7918.82
5402,Bex,Hydroelectric power,Hydroelectric power,38257.70
5403,Chessel,Other renewable energies,Photovoltaic,415.76
5404,Corbeyrier,Other renewable energies,Photovoltaic,336.69
5406,Lavey-Morcles,Other renewable energies,Photovoltaic,251.19
5406,Lavey-Morcles,Hydroelectric power,Hydroelectric power,86400.00
5407,Leysin,Other renewable energies,Photovoltaic,701.63
5408,Noville,Other renewable energies,Photovoltaic,1841.04
5409,Ollon,Other renewable energies,Photovoltaic,3802.78
5409,Ollon,Other renewable energies,Biomass,50.00
5409,Ollon,Hydroelectric power,Hydroelectric power,500.00
5410,Ormont-Dessous,Other renewable energies,Photovoltaic,2152.35
5410,Ormont-Dessous,Other renewable energies,Biomass,15.00
5410,Ormont-Dessous,Hydroelectric power,Hydroelectric power,1279.00
5411,Ormont-Dessus,Other renewable energies,Photovoltaic,345.26
5411,Ormont-Dessus,Hydroelectric power,Hydroelectric power,5689.00
5412,Rennaz,Other renewable energies,Photovoltaic,3069.55
5413,Roche (VD),Other renewable energies,Photovoltaic,817.92
5414,Villeneuve (VD),Other renewable energies,Photovoltaic,5050.20
5414,Villeneuve (VD),Other renewable energies,Biomass,2170.00
5414,Villeneuve (VD),Hydroelectric power,Hydroelectric power,210.00
5415,Yvorne,Other renewable energies,Photovoltaic,674.70
5422,Aubonne,Hydroelectric power,Hydroelectric power,12668.00
5422,Aubonne,Other renewable energies,Photovoltaic,1826.63
5423,Ballens,Other renewable energies,Photovoltaic,1026.72
5424,Berolle,Other renewable energies,Photovoltaic,569.83
5425,Bière,Other renewable energies,Photovoltaic,865.25
